Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201611,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"6,713"
201611,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"6,619"
201611,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"5,815"
201611,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"5,526"
201611,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,232
201611,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,275
201611,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,"4,944"
201611,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,"5,253"
201611,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"7,079"
201611,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"6,890"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"19,245"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"33,954"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,"1,248"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"274,493"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"285,822"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,19
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"351,057"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"331,488"
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,15
201611,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"82,264"
201611,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"66,292"
201611,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,207
201611,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"12,911"
201611,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"14,340"
201611,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,285
201611,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"4,335"
201611,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,680
201611,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"3,106"
201611,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"6,891"
201611,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"17,706"
201611,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"18,658"
201611,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"25,717"
201611,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"4,745"
201611,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,961
201611,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"23,245"
201611,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"201,263"
201611,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"203,958"
201611,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"3,772"
201611,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"4,190"
201611,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"8,132"
201611,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"9,348"
201611,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,"2,496"
201611,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,"2,358"
201611,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,A,"5,253"
201611,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,"5,358"
201612,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"4,327"
201612,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"4,429"
201612,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"11,192"
201612,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"15,797"
201612,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"30,293"
201612,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"32,217"
201612,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"12,584"
201612,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"13,167"
201612,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"8,964"
201612,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"9,752"
201612,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,"5,619"
201612,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,"5,907"
201612,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"7,852"
201612,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"7,985"
201612,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,"2,057"
201612,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,"2,109"
201612,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"55,103"
201612,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"58,204"
201612,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"7,003"
201612,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"8,515"
201612,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"6,863"
201612,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"7,022"
201612,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"69,514"
201612,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"73,457"
201612,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"94,909"
201612,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"93,423"
201612,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"8,018"
201612,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"8,239"
201612,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"16,824"
201612,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"17,082"
201612,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"7,788"
201612,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"8,182"
201612,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"20,722"
201612,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"22,614"
201612,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"9,384"
201612,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"10,467"
201612,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"9,095"
201612,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"9,401"
201612,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"6,364"
201612,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"6,047"
201612,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"5,295"
201612,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"5,572"
201612,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"12,162"
201612,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"13,005"
201612,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"138,566"
201612,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"142,414"
201612,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"16,807"
201612,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"18,694"
201612,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,"11,468"
201612,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,"13,924"
201612,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"6,229"
201612,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"7,065"
201612,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"23,848"
201612,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"24,093"
201612,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"15,400"
201612,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"16,132"
201612,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,192"
201612,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"6,078"
201612,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"1,983"
201612,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"2,058"
201612,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"60,809"
201612,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"62,161"
201612,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,145
201612,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,133
201612,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"8,293"
201612,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"8,149"
201612,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"9,305"
201612,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"10,261"
201612,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"20,127"
201612,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"20,010"
201612,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"10,872"
201612,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"13,723"
201612,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"8,297"
201612,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"6,723"
201612,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"5,613"
201612,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"5,445"
201612,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"13,844"
201612,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"14,565"
201612,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"14,636"
201612,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"14,738"
201612,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,57
201612,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"140,435"
201612,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"143,061"
201612,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,275"
201612,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"6,799"
201612,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"7,789"
201612,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"150,351"
201612,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"157,335"
201612,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,54
201612,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"7,886"
201612,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"7,922"
201612,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"5,760"
201612,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"5,536"
201612,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,199
201612,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,274
201612,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,"5,764"
201612,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,"6,612"
201612,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"7,488"
201612,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"9,100"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"17,351"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"36,339"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,470
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"268,032"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"278,579"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,6
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"359,534"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"341,404"
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,15
201612,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"82,634"
201612,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"81,945"
201612,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,E,141
201612,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,638
201612,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"14,817"
201612,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"14,497"
201612,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,404
201612,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"4,449"
201612,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,"1,199"
201612,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"5,799"
201612,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"8,960"
201612,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"21,355"
201612,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"21,364"
201612,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"30,756"
201612,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"6,311"
201612,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,"1,380"
201612,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"29,861"
201612,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"194,472"
201612,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"203,477"
201612,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"4,198"
201612,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"5,118"
201612,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"9,863"
201612,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"10,575"
201612,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,"4,647"
201612,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,"5,883"
201612,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,"5,843"
201612,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,"5,031"
201701,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"4,502"
201701,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"3,895"
201701,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"13,292"
201701,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"9,907"
201701,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"30,113"
201701,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"26,959"
201701,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"13,155"
201701,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"11,922"
201701,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"9,853"
201701,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"8,242"
201701,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,"5,872"
201701,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,"5,278"
201701,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"8,307"
201701,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"9,367"
201701,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,"2,160"
201701,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,"2,132"
201701,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"52,877"
201701,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"66,754"
201701,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"8,377"
201701,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"7,020"
201701,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"7,653"
201701,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,539"
201701,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"57,835"
201701,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"54,677"
201701,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"84,055"
201701,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"76,314"
201701,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"8,629"
201701,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"7,903"
201701,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"18,667"
201701,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"16,715"
201701,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"7,573"
201701,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"6,749"
201701,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"22,482"
201701,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"20,405"
201701,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"10,318"
201701,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"9,500"
201701,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"11,076"
201701,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"7,550"
201701,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"6,727"
201701,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"5,927"
201701,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"4,593"
201701,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"4,463"
201701,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"19,496"
201701,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"17,724"
201701,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"105,005"
201701,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"100,016"
201701,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"19,767"
201701,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"17,860"
201701,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,"14,261"
201701,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,"11,633"
201701,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"7,097"
201701,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"5,246"
201701,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"22,310"
201701,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"21,945"
201701,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"15,763"
201701,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"14,460"
201701,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"6,840"
201701,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"5,320"
201701,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"1,900"
201701,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"1,857"
201701,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"68,748"
201701,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"68,522"
201701,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"8,673"
201701,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"6,821"
201701,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"10,945"
201701,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"9,022"
201701,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"20,654"
201701,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"17,053"
201701,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"13,591"
201701,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"13,090"
201701,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"8,230"
201701,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"10,007"
201701,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"5,741"
201701,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"4,991"
201701,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"15,602"
201701,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"13,473"
201701,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"28,660"
201701,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"26,665"
201701,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"134,262"
201701,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"128,801"
201701,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,250"
201701,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"5,896"
201701,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"7,363"
201701,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"129,931"
201701,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"120,976"
201701,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,56
201701,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"3,345"
